,,,,,
Input,Match type,Approved symbol,Approved name,HGNC ID,Location
ARHGEF4,Approved symbol,ARHGEF4,Rho guanine nucleotide exchange factor 4,HGNC:684,2q21.1
ARHGEF7,Approved symbol,ARHGEF7,Rho guanine nucleotide exchange factor 7,HGNC:15607,13q34
ARID1A,Approved symbol,ARID1A,AT-rich interaction domain 1A,HGNC:11110,1p36.11
ARID1B,Approved symbol,ARID1B,AT-rich interaction domain 1B,HGNC:18040,6q25.3
ARID3B,Approved symbol,ARID3B,AT-rich interaction domain 3B,HGNC:14350,15q24.1
ARID4B,Approved symbol,ARID4B,AT-rich interaction domain 4B,HGNC:15550,1q42.3
ARL13A,Approved symbol,ARL13A,ADP ribosylation factor like GTPase 13A,HGNC:31709,Xq22.1
ARL17A,Approved symbol,ARL17A,ADP ribosylation factor like GTPase 17A,HGNC:24096,17q21.31
ARL3,Approved symbol,ARL3,ADP ribosylation factor like GTPase 3,HGNC:694,10q24.32
ARL6IP4,Approved symbol,ARL6IP4,ADP ribosylation factor like GTPase 6 interacting protein 4,HGNC:18076,12q24.31
ARL6IP6,Approved symbol,ARL6IP6,ADP ribosylation factor like GTPase 6 interacting protein 6,HGNC:24048,2q23.3
ARMC1,Approved symbol,ARMC1,armadillo repeat containing 1,HGNC:17684,8q13.1
ARMC12,Approved symbol,ARMC12,armadillo repeat containing 12,HGNC:21099,6p21.31
ARMC2,Approved symbol,ARMC2,armadillo repeat containing 2,HGNC:23045,6q21
ARMC4,Previous symbol,ODAD2,outer dynein arm docking complex subunit 2,HGNC:25583,10p12.1
ARMCX5,Approved symbol,ARMCX5,armadillo repeat containing X-linked 5,HGNC:25772,Xq22.1
ARPC3,Approved symbol,ARPC3,actin related protein 2/3 complex subunit 3,HGNC:706,12q24.11
ARPP21,Approved symbol,ARPP21,cAMP regulated phosphoprotein 21,HGNC:16968,3p22.3
ARRB2,Approved symbol,ARRB2,arrestin beta 2,HGNC:712,17p13.2
ARSD,Approved symbol,ARSD,arylsulfatase D,HGNC:717,Xp22.33
ARSF,Approved symbol,ARSF,arylsulfatase F,HGNC:721,Xp22.33
ART5,Approved symbol,ART5,ADP-ribosyltransferase 5,HGNC:24049,11p15.4
ASAP1,Approved symbol,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",HGNC:2720,8q24.21-q24.22
ASB10,Approved symbol,ASB10,ankyrin repeat and SOCS box containing 10,HGNC:17185,7q36.1
ASB12,Approved symbol,ASB12,ankyrin repeat and SOCS box containing 12,HGNC:19763,Xq11.2
ASB14,Approved symbol,ASB14,ankyrin repeat and SOCS box containing 14,HGNC:19766,3p14.3
ASB17,Approved symbol,ASB17,ankyrin repeat and SOCS box containing 17,HGNC:19769,1p31.1
ASB8,Approved symbol,ASB8,ankyrin repeat and SOCS box containing 8,HGNC:17183,12q13.11
ASCL1,Approved symbol,ASCL1,achaete-scute family bHLH transcription factor 1,HGNC:738,12q23.2
ASPH,Approved symbol,ASPH,aspartate beta-hydroxylase,HGNC:757,8q12.3
ASPHD2,Approved symbol,ASPHD2,aspartate beta-hydroxylase domain containing 2,HGNC:30437,22q12.1
ASPM,Approved symbol,ASPM,assembly factor for spindle microtubules,HGNC:19048,1q31.3
ASRGL1,Approved symbol,ASRGL1,asparaginase and isoaspartyl peptidase 1,HGNC:16448,11q12.3
ASTE1,Approved symbol,ASTE1,asteroid homolog 1,HGNC:25021,3q22.1
ASTN1,Approved symbol,ASTN1,astrotactin 1,HGNC:773,1q25.2
ASTN2,Approved symbol,ASTN2,astrotactin 2,HGNC:17021,9q33.1
ATAD1,Approved symbol,ATAD1,ATPase family AAA domain containing 1,HGNC:25903,10q23.31
ATAD2B,Approved symbol,ATAD2B,ATPase family AAA domain containing 2B,HGNC:29230,2p24.1-p23.3
ATAD3B,Approved symbol,ATAD3B,ATPase family AAA domain containing 3B,HGNC:24007,1p36.33
ATAD5,Approved symbol,ATAD5,ATPase family AAA domain containing 5,HGNC:25752,17q11.2
ATAT1,Approved symbol,ATAT1,alpha tubulin acetyltransferase 1,HGNC:21186,6p21.33
ATE1,Approved symbol,ATE1,arginyltransferase 1,HGNC:782,10q26.13
ATF6,Approved symbol,ATF6,activating transcription factor 6,HGNC:791,1q23.3
ATF6B,Approved symbol,ATF6B,activating transcription factor 6 beta,HGNC:2349,6p21.3
ATF7IP,Approved symbol,ATF7IP,activating transcription factor 7 interacting protein,HGNC:20092,12p13.1
ATG13,Approved symbol,ATG13,autophagy related 13,HGNC:29091,11p11.2
ATG16L2,Approved symbol,ATG16L2,autophagy related 16 like 2,HGNC:25464,11q13.4
ATG4A,Approved symbol,ATG4A,autophagy related 4A cysteine peptidase,HGNC:16489,Xq22.3
ATM,Approved symbol,ATM,ATM serine/threonine kinase,HGNC:795,11q22.3
ATMIN,Approved symbol,ATMIN,ATM interactor,HGNC:29034,16q23.2
ATOH1,Approved symbol,ATOH1,atonal bHLH transcription factor 1,HGNC:797,4q22.2
ATOH8,Approved symbol,ATOH8,atonal bHLH transcription factor 8,HGNC:24126,2p11.2
ATP10A,Approved symbol,ATP10A,ATPase phospholipid transporting 10A (putative),HGNC:13542,15q12
ATP10B,Approved symbol,ATP10B,ATPase phospholipid transporting 10B (putative),HGNC:13543,5q34
ATP11B,Approved symbol,ATP11B,ATPase phospholipid transporting 11B (putative),HGNC:13553,3q26.33
ATP12A,Approved symbol,ATP12A,ATPase H+/K+ transporting non-gastric alpha2 subunit,HGNC:13816,13q12.12
ATP13A1,Approved symbol,ATP13A1,ATPase 13A1,HGNC:24215,19p13.11
ATP13A3,Approved symbol,ATP13A3,ATPase 13A3,HGNC:24113,3q29
ATP1A2,Approved symbol,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2,HGNC:800,1q23.2
ATP1B4,Approved symbol,ATP1B4,ATPase Na+/K+ transporting family member beta 4,HGNC:808,Xq24
ATP2A1,Approved symbol,ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,HGNC:811,16p11.2
ATP2B1,Approved symbol,ATP2B1,ATPase plasma membrane Ca2+ transporting 1,HGNC:814,12q21.33
ATP2B2,Approved symbol,ATP2B2,ATPase plasma membrane Ca2+ transporting 2,HGNC:815,3p25.3
ATP2B2,Previous symbol,ATP2B4,ATPase plasma membrane Ca2+ transporting 4,HGNC:817,1q32.1
ATP2B3,Approved symbol,ATP2B3,ATPase plasma membrane Ca2+ transporting 3,HGNC:816,Xq28
ATP2C1,Approved symbol,ATP2C1,ATPase secretory pathway Ca2+ transporting 1,HGNC:13211,3q22.1
ATP4A,Approved symbol,ATP4A,ATPase H+/K+ transporting subunit alpha,HGNC:819,19q13.12
ATP5A1,Previous symbol,ATP5F1A,ATP synthase F1 subunit alpha,HGNC:823,18q21.1
ATP5B,Previous symbol,ATP5F1B,ATP synthase F1 subunit beta,HGNC:830,12q13.3
ATP6V0A1,Approved symbol,ATP6V0A1,ATPase H+ transporting V0 subunit a1,HGNC:865,17q21.2
ATP7A,Approved symbol,ATP7A,ATPase copper transporting alpha,HGNC:869,Xq21.1
ATP7B,Approved symbol,ATP7B,ATPase copper transporting beta,HGNC:870,13q14.3
ATP8A2,Approved symbol,ATP8A2,ATPase phospholipid transporting 8A2,HGNC:13533,13q12.13
ATP8B1,Approved symbol,ATP8B1,ATPase phospholipid transporting 8B1,HGNC:3706,18q21.31
ATP8B4,Approved symbol,ATP8B4,ATPase phospholipid transporting 8B4 (putative),HGNC:13536,15q21.2
ATRIP,Approved symbol,ATRIP,ATR interacting protein,HGNC:33499,3p21.31
ATRNL1,Approved symbol,ATRNL1,attractin like 1,HGNC:29063,10q25.3
ATRX,Approved symbol,ATRX,ATRX chromatin remodeler,HGNC:886,Xq21.1
ATXN1L,Approved symbol,ATXN1L,ataxin 1 like,HGNC:33279,16q22.2
ATXN2,Approved symbol,ATXN2,ataxin 2,HGNC:10555,12q24.12
ATXN7,Approved symbol,ATXN7,ataxin 7,HGNC:10560,3p14.1
ATXN7L1,Approved symbol,ATXN7L1,ataxin 7 like 1,HGNC:22210,7q22.3
AURKB,Approved symbol,AURKB,aurora kinase B,HGNC:11390,17p13.1
AVP,Approved symbol,AVP,arginine vasopressin,HGNC:894,20p13
AVP,Alias symbol,NLRP3,NLR family pyrin domain containing 3,HGNC:16400,1q44
AXIN1,Approved symbol,AXIN1,axin 1,HGNC:903,16p13.3
B3GAT2,Approved symbol,B3GAT2,"beta-1,3-glucuronyltransferase 2",HGNC:922,6q13
B4GALNT2,Approved symbol,B4GALNT2,"beta-1,4-N-acetyl-galactosaminyltransferase 2",HGNC:24136,17q21.32
B4GALNT4,Approved symbol,B4GALNT4,"beta-1,4-N-acetyl-galactosaminyltransferase 4",HGNC:26315,11p15.5
BAAT,Approved symbol,BAAT,bile acid-CoA:amino acid N-acyltransferase,HGNC:932,9q31.1
BACH2,Approved symbol,BACH2,BTB domain and CNC homolog 2,HGNC:14078,6q15
BAHD1,Approved symbol,BAHD1,bromo adjacent homology domain containing 1,HGNC:29153,15q15.1
BAI1,Previous symbol,ADGRB1,adhesion G protein-coupled receptor B1,HGNC:943,8q24.3
BAI3,Previous symbol,ADGRB3,adhesion G protein-coupled receptor B3,HGNC:945,6q12-q13
BAIAP2,Approved symbol,BAIAP2,BAR/IMD domain containing adaptor protein 2,HGNC:947,17q25.3
BAIAP2L1,Approved symbol,BAIAP2L1,BAR/IMD domain containing adaptor protein 2 like 1,HGNC:21649,7q21.3-q22.1
BAIAP3,Approved symbol,BAIAP3,BAI1 associated protein 3,HGNC:948,16p13.3
BANP,Approved symbol,BANP,BTG3 associated nuclear protein,HGNC:13450,16q24.2
BASP1,Approved symbol,BASP1,brain abundant membrane attached signal protein 1,HGNC:957,5p15.1
BAZ1B,Approved symbol,BAZ1B,bromodomain adjacent to zinc finger domain 1B,HGNC:961,7q11.23
BAZ2A,Approved symbol,BAZ2A,bromodomain adjacent to zinc finger domain 2A,HGNC:962,12q13.3
BAZ2B,Approved symbol,BAZ2B,bromodomain adjacent to zinc finger domain 2B,HGNC:963,2q24.2
BCAN,Approved symbol,BCAN,brevican,HGNC:23059,1q23.1
BCAR3,Approved symbol,BCAR3,"BCAR3 adaptor protein, NSP family member",HGNC:973,1p22.1
BCAT1,Approved symbol,BCAT1,branched chain amino acid transaminase 1,HGNC:976,12p12.1
BCL11A,Approved symbol,BCL11A,BAF chromatin remodeling complex subunit BCL11A,HGNC:13221,2p16.1
BCL2L1,Approved symbol,BCL2L1,BCL2 like 1,HGNC:992,20q11.21
BCL2L13,Approved symbol,BCL2L13,BCL2 like 13,HGNC:17164,22q11.21
BCL9L,Approved symbol,BCL9L,BCL9 like,HGNC:23688,11q23.3
BCMO1,Previous symbol,BCO1,beta-carotene oxygenase 1,HGNC:13815,16q23.2
BCR,Approved symbol,BCR,BCR activator of RhoGEF and GTPase,HGNC:1014,22q11.23
BDP1,Approved symbol,BDP1,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",HGNC:13652,5q13.2
BDP1,Alias symbol,PTPN18,protein tyrosine phosphatase non-receptor type 18,HGNC:9649,2q21.1
BEGAIN,Approved symbol,BEGAIN,brain enriched guanylate kinase associated,HGNC:24163,14q32.2
BEND2,Approved symbol,BEND2,BEN domain containing 2,HGNC:28509,Xp22.13
BEND6,Approved symbol,BEND6,BEN domain containing 6,HGNC:20871,6p12.1
BFSP1,Approved symbol,BFSP1,beaded filament structural protein 1,HGNC:1040,20p12.1
BHLHA15,Approved symbol,BHLHA15,basic helix-loop-helix family member a15,HGNC:22265,7q21.3
BICC1,Approved symbol,BICC1,BicC family RNA binding protein 1,HGNC:19351,10q21.1
BIN2,Approved symbol,BIN2,bridging integrator 2,HGNC:1053,12q13.13
BIRC8,Approved symbol,BIRC8,baculoviral IAP repeat containing 8,HGNC:14878,19q13.42
BLM,Approved symbol,BLM,BLM RecQ like helicase,HGNC:1058,15q26.1
BLOC1S3,Approved symbol,BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,HGNC:20914,19q13.32
BLOC1S4,Approved symbol,BLOC1S4,biogenesis of lysosomal organelles complex 1 subunit 4,HGNC:24206,4p16.1
BLZF1,Approved symbol,BLZF1,basic leucine zipper nuclear factor 1,HGNC:1065,1q24.2
BMP1,Approved symbol,BMP1,bone morphogenetic protein 1,HGNC:1067,8p21.3
BMPR1A,Approved symbol,BMPR1A,bone morphogenetic protein receptor type 1A,HGNC:1076,10q23.2
BMS1,Approved symbol,BMS1,BMS1 ribosome biogenesis factor,HGNC:23505,10q11.21
BMX,Approved symbol,BMX,BMX non-receptor tyrosine kinase,HGNC:1079,Xp22.2
BNC2,Approved symbol,BNC2,basonuclin 2,HGNC:30988,9p22.3-p22.2
BNIP3,Approved symbol,BNIP3,BCL2 interacting protein 3,HGNC:1084,10q26.3
BOC,Approved symbol,BOC,"BOC cell adhesion associated, oncogene regulated",HGNC:17173,3q13.2
BOLA3,Approved symbol,BOLA3,bolA family member 3,HGNC:24415,2p13.1
BOLL,Approved symbol,BOLL,"boule homolog, RNA binding protein",HGNC:14273,2q33.1
BPIFB1,Approved symbol,BPIFB1,BPI fold containing family B member 1,HGNC:16108,20q11.21
BPIFB3,Approved symbol,BPIFB3,BPI fold containing family B member 3,HGNC:16178,20q11.21
BPIFB4,Approved symbol,BPIFB4,BPI fold containing family B member 4,HGNC:16179,20q11.21
BRCA1,Approved symbol,BRCA1,BRCA1 DNA repair associated,HGNC:1100,17q21.31
BRCA2,Approved symbol,BRCA2,BRCA2 DNA repair associated,HGNC:1101,13q13.1
BRD2,Approved symbol,BRD2,bromodomain containing 2,HGNC:1103,6p21.32
BRD7,Approved symbol,BRD7,bromodomain containing 7,HGNC:14310,16q12.1
BRICD5,Approved symbol,BRICD5,BRICHOS domain containing 5,HGNC:28309,16p13.3
BRINP1,Approved symbol,BRINP1,BMP/retinoic acid inducible neural specific 1,HGNC:2687,9q33.1
BRINP2,Approved symbol,BRINP2,BMP/retinoic acid inducible neural specific 2,HGNC:13746,1q25.2
BRIP1,Approved symbol,BRIP1,BRCA1 interacting helicase 1,HGNC:20473,17q23.2
BRPF3,Approved symbol,BRPF3,bromodomain and PHD finger containing 3,HGNC:14256,6p21.31
BRSK2,Approved symbol,BRSK2,BR serine/threonine kinase 2,HGNC:11405,11p15.5
BRWD1,Approved symbol,BRWD1,bromodomain and WD repeat domain containing 1,HGNC:12760,21q22.2
BSDC1,Approved symbol,BSDC1,BSD domain containing 1,HGNC:25501,1p35.1
BSN,Approved symbol,BSN,bassoon presynaptic cytomatrix protein,HGNC:1117,3p21.31
BSPH1,Approved symbol,BSPH1,binder of sperm protein homolog 1,HGNC:33906,19q13.33
BST1,Approved symbol,BST1,bone marrow stromal cell antigen 1,HGNC:1118,4p15.32
BST1,Alias symbol,PGAP1,post-GPI attachment to proteins inositol deacylase 1,HGNC:25712,2q33.1
BTBD17,Approved symbol,BTBD17,BTB domain containing 17,HGNC:33758,17q25.1
BTBD2,Approved symbol,BTBD2,BTB domain containing 2,HGNC:15504,19p13.3
BTK,Approved symbol,BTK,Bruton tyrosine kinase,HGNC:1133,Xq22.1
BTLA,Approved symbol,BTLA,B and T lymphocyte associated,HGNC:21087,3q13.2
BTN3A3,Approved symbol,BTN3A3,butyrophilin subfamily 3 member A3,HGNC:1140,6p22.2
BZRAP1,Previous symbol,TSPOAP1,TSPO associated protein 1,HGNC:16831,17q22
C10orf107,Previous symbol,CABCOCO1,ciliary associated calcium binding coiled-coil 1,HGNC:28678,10q21.2
C10orf120,Approved symbol,C10orf120,chromosome 10 open reading frame 120,HGNC:25707,10q26.13
C10orf71,Approved symbol,C10orf71,chromosome 10 open reading frame 71,HGNC:26973,10q11.23
C10orf76,Previous symbol,ARMH3,armadillo like helical domain containing 3,HGNC:25788,10q24.32
C10orf90,Approved symbol,C10orf90,chromosome 10 open reading frame 90,HGNC:26563,10q26.2
C10orf95,Approved symbol,C10orf95,chromosome 10 open reading frame 95,HGNC:25880,10q24.32
C11orf16,Approved symbol,C11orf16,chromosome 11 open reading frame 16,HGNC:1169,11p15.4
C11orf30,Previous symbol,EMSY,"EMSY transcriptional repressor, BRCA2 interacting",HGNC:18071,11q13.5
RASSF7,Approved symbol,RASSF7,Ras association domain family member 7,HGNC:1166,11p15.5
C11orf63,Previous symbol,JHY,junctional cadherin complex regulator,HGNC:26288,11q24.1
C11orf86,Approved symbol,C11orf86,chromosome 11 open reading frame 86,HGNC:34442,11q13.2
C11orf88,Previous symbol,HOATZ,HOATZ cilia and flagella associated protein,HGNC:25061,11q23.1
C11orf96,Approved symbol,C11orf96,chromosome 11 open reading frame 96,HGNC:38675,11p11.2
C12orf4,Approved symbol,C12orf4,chromosome 12 open reading frame 4,HGNC:1184,12p13.32
C12orf55,Previous symbol,CFAP54,cilia and flagella associated protein 54,HGNC:26456,12q23.1
C14orf159,Previous symbol,DGLUCY,D-glutamate cyclase,HGNC:20498,14q32.11
C14orf183,Previous symbol,LINC01599,long intergenic non-protein coding RNA 1599,HGNC:27285,14q21.3
C14orf37,Previous symbol,ARMH4,armadillo like helical domain containing 4,HGNC:19846,14q23.1
C15orf26,Previous symbol,CFAP161,cilia and flagella associated protein 161,HGNC:26782,15q25.1
C15orf40,Approved symbol,C15orf40,chromosome 15 open reading frame 40,HGNC:28443,15q25.2
C15orf54,Previous symbol,LINC02915,long intergenic non-protein coding RNA 2915,HGNC:33797,15q14
C15orf56,Previous symbol,PAK6-AS1,PAK6 antisense RNA 1,HGNC:33868,15q15.1
C16orf11,Previous symbol,PRR35,proline rich 35,HGNC:14139,16p13.3
C16orf13,Previous symbol,METTL26,methyltransferase like 26,HGNC:14141,16p13.3
C16orf62,Previous symbol,VPS35L,VPS35 endosomal protein sorting factor like,HGNC:24641,16p12.3
C17orf104,Previous symbol,MEIOC,meiosis specific with coiled-coil domain,HGNC:26670,17q21.31
C17orf112,Previous symbol,LINC02876,long intergenic non-protein coding RNA 2876,HGNC:42963,17q22
C17orf47,Previous symbol,SEPTIN4,septin 4,HGNC:9165,17q22
C17orf49,Approved symbol,C17orf49,chromosome 17 open reading frame 49,HGNC:28737,17p13.1
C17orf70,Previous symbol,FAAP100,FA core complex associated protein 100,HGNC:26171,17q25.3
C17orf72,Previous symbol,PRR29,proline rich 29,HGNC:25673,17q23.3
C17orf74,Previous symbol,SPEM2,SPEM family member 2,HGNC:27315,17p13.1
C17orf98,Approved symbol,C17orf98,chromosome 17 open reading frame 98,HGNC:34492,17q12
C18orf63,Approved symbol,C18orf63,chromosome 18 open reading frame 63,HGNC:40037,18q22.3
C18orf8,Previous symbol,RMC1,regulator of MON1-CCZ1,HGNC:24326,18q11.2
C19orf24,Previous symbol,FAM174C,family with sequence similarity 174 member C,HGNC:26073,19p13.3
C19orf26,Previous symbol,CBARP,CACN subunit beta associated regulatory protein,HGNC:28617,19p13.3
C19orf35,Previous symbol,PEAK3,PEAK family member 3,HGNC:24793,19p13.3
C19orf40,Previous symbol,FAAP24,FA core complex associated protein 24,HGNC:28467,19q13.11
C19orf45,Previous symbol,TEX45,testis expressed 45,HGNC:24745,19p13.2
C19orf47,Approved symbol,C19orf47,chromosome 19 open reading frame 47,HGNC:26723,19q13.2
C19orf71,Approved symbol,C19orf71,chromosome 19 open reading frame 71,HGNC:34496,19p13.3
C19orf84,Approved symbol,C19orf84,chromosome 19 open reading frame 84,HGNC:27112,19q13.41
C1D,Approved symbol,C1D,C1D nuclear receptor corepressor,HGNC:29911,2p14
C1orf105,Approved symbol,C1orf105,chromosome 1 open reading frame 105,HGNC:29591,1q24.3
C1orf112,Approved symbol,C1orf112,chromosome 1 open reading frame 112,HGNC:25565,1q24.2
C1orf168,Previous symbol,FYB2,FYN binding protein 2,HGNC:27295,1p32.2
C1orf170,Previous symbol,PERM1,"PPARGC1 and ESRR induced regulator, muscle 1",HGNC:28208,1p36.33
C1orf173,Previous symbol,ERICH3,glutamate rich 3,HGNC:25346,1p31.1
C1orf185,Approved symbol,C1orf185,chromosome 1 open reading frame 185,HGNC:28096,1p32.3
C1orf222,Previous symbol,CFAP74,cilia and flagella associated protein 74,HGNC:29368,1p36.33
C1orf35,Approved symbol,C1orf35,chromosome 1 open reading frame 35,HGNC:19032,1q42.13
C1orf94,Approved symbol,C1orf94,chromosome 1 open reading frame 94,HGNC:28250,1p35.1
C1orf95,Previous symbol,STUM,"stum, mechanosensory transduction mediator homolog",HGNC:30491,1q42.12
C1QBP,Approved symbol,C1QBP,complement C1q binding protein,HGNC:1243,17p13.2
C1QL2,Approved symbol,C1QL2,complement C1q like 2,HGNC:24181,2q14.2
C1QL3,Approved symbol,C1QL3,complement C1q like 3,HGNC:19359,10p13
C1QTNF2,Approved symbol,C1QTNF2,C1q and TNF related 2,HGNC:14325,5q33.3
C1QTNF3,Approved symbol,C1QTNF3,C1q and TNF related 3,HGNC:14326,5p13.2
C1QTNF8,Approved symbol,C1QTNF8,C1q and TNF related 8,HGNC:31374,16p13.3
C20orf112,Previous symbol,NOL4L,nucleolar protein 4 like,HGNC:16106,20q11.21
C20orf194,Previous symbol,DNAAF9,dynein axonemal assembly factor 9,HGNC:17721,20p13
C20orf26,Previous symbol,CFAP61,cilia and flagella associated protein 61,HGNC:15872,20p11.23
C20orf96,Approved symbol,C20orf96,chromosome 20 open reading frame 96,HGNC:16227,20p13
C21orf59,Previous symbol,CFAP298,cilia and flagella associated protein 298,HGNC:1301,21q22.11
C22orf23,Approved symbol,C22orf23,chromosome 22 open reading frame 23,HGNC:18589,22q13.1
C22orf26,Previous symbol,PRR34,PRR34 long non-coding RNA,HGNC:25606,22q13.31
C22orf42,Approved symbol,C22orf42,chromosome 22 open reading frame 42,HGNC:27160,22q12.3
C22orf46,Approved symbol,C22orf46,chromosome 22 putative open reading frame 46,HGNC:26294,22q13.2
C2CD4C,Approved symbol,C2CD4C,C2 calcium dependent domain containing 4C,HGNC:29417,19p13.3
C2orf16,Approved symbol,C2orf16,chromosome 2 open reading frame 16,HGNC:25275,2p23.3
C2orf61,Previous symbol,STPG4,sperm-tail PG-rich repeat containing 4,HGNC:26850,2p21
C2orf71,Previous symbol,PCARE,photoreceptor cilium actin regulator,HGNC:34383,2p23.2
C2orf72,Approved symbol,C2orf72,chromosome 2 open reading frame 72,HGNC:27418,2q37.1
C3,Approved symbol,C3,complement C3,HGNC:1318,19p13.3
C3orf30,Previous symbol,TEX55,testis expressed 55,HGNC:26553,3q13.32
C3orf55,Previous symbol,SLC66A1L,solute carrier family 66 member 1 like,HGNC:25146,3q25.32
C3orf80,Approved symbol,C3orf80,chromosome 3 open reading frame 80,HGNC:40048,3q25.33
C3orf84,Approved symbol,C3orf84,chromosome 3 open reading frame 84,HGNC:44666,3p21.31
C4orf26,Previous symbol,ODAPH,odontogenesis associated phosphoprotein,HGNC:26300,4q21.1
C5AR2,Approved symbol,C5AR2,complement C5a receptor 2,HGNC:4527,19q13.32
C5orf22,Approved symbol,C5orf22,chromosome 5 open reading frame 22,HGNC:25639,5p13.3
C5orf24,Approved symbol,C5orf24,chromosome 5 open reading frame 24,HGNC:26746,5q31.1
C5orf30,Previous symbol,MACIR,macrophage immunometabolism regulator,HGNC:25052,5q21.1
C5orf46,Approved symbol,C5orf46,chromosome 5 open reading frame 46,HGNC:33768,5q32
C5orf54,Previous symbol,ZBED8,zinc finger BED-type containing 8,HGNC:30804,5q33.3
C5orf58,Approved symbol,C5orf58,chromosome 5 open reading frame 58,HGNC:37272,5q35.1
C6orf1,Previous symbol,SMIM29,small integral membrane protein 29,HGNC:1340,6p21.31
C6orf10,Previous symbol,TSBP1,testis expressed basic protein 1,HGNC:13922,6p21.32
C6orf118,Approved symbol,C6orf118,chromosome 6 open reading frame 118,HGNC:21233,6q27
C6orf183,Previous symbol,CCDC162P,"coiled-coil domain containing 162, pseudogene",HGNC:21565,6q21
C6orf222,Previous symbol,BNIP5,BCL2 interacting protein 5,HGNC:33769,6p21.31
C7,Approved symbol,C7,complement C7,HGNC:1346,5p13.1
C7,Alias symbol,CXCL10,C-X-C motif chemokine ligand 10,HGNC:10637,4q21.1
C7orf25,Approved symbol,C7orf25,chromosome 7 open reading frame 25,HGNC:21703,7p14.1
C7orf50,Approved symbol,C7orf50,chromosome 7 open reading frame 50,HGNC:22421,7p22.3
C8orf34,Approved symbol,C8orf34,chromosome 8 open reading frame 34,HGNC:30905,8q13.2
